B1,B2,B3,B4,B5,B6_VCID_2,B7,STATENS,GEOID,AWATER,LSAD,STUSPS,STATEFP,FUNCSTAT,INTPTLAT,DIVISION,REGION,NAME,INTPTLON,MTFCC,ALAND,system:index
27.55105895978943,23.657523130098788,20.804899049811972,61.73860239717859,50.2651064020843,194.42383622053347,25.53964181912145,01779791,29,2489425460,00,MO,29,A,+38.3507500,4,2,Missouri,-092.4567826,G4000,178050802184,0000000000000000002d
30.12900857370137,28.197500780315295,28.864021947185233,61.28967859070314,65.05244040207035,200.75924551113468,39.81513745258113,00481813,20,1344141205,00,KS,20,A,+38.4985464,4,2,Kansas,-098.3834298,G4000,211755344060,0000000000000000002f
29.64254165239104,27.549564619712896,27.532929914688467,59.76955635184988,59.97365308570766,201.1112529064182,34.42537697159769,01785534,46,3382720225,00,SD,46,A,+44.4467957,4,2,South Dakota,-100.2381762,G4000,196346981786,00000000000000000032
27.911620344996873,24.437452838771897,21.61394205592221,70.67364447122972,51.42771578576203,195.92689044992667,26.010468383200514,01779785,19,1084180812,00,IA,19,A,+42.0700243,4,2,Iowa,-093.4933473,G4000,144661267977,00000000000000000036
25.543630838177005,20.765737145764426,16.787797059341,60.93467182328944,40.541160210897864,190.50712011614118,18.04051059727902,01779805,54,489028543,00,WV,54,A,+38.6472854,5,3,West Virginia,-080.6183274,G4000,62266474513,00000000000000000000
27.82073587557401,22.752538705139653,17.99834303970247,48.22297011831561,34.602210905045474,195.5622111461224,17.568042566764397,00294478,12,31361101223,00,FL,12,A,+28.4574302,5,3,Florida,-082.4091477,G4000,138949136250,00000000000000000001
27.850982190175483,22.862359154098495,18.30576585828332,53.743407301355944,33.292797480582195,191.0632010896193,15.767802122877137,01714934,24,6979966958,00,MD,24,A,+38.9466584,5,3,Maryland,-076.6744939,G4000,25151100280,00000000000000000004
26.85849572147192,21.842992319955613,18.281441185220594,52.00175210449248,38.4448868874586,190.9061508755429,19.485086070659577,01027616,37,13466071395,00,NC,37,A,+35.5397100,5,3,North Carolina,-079.1308636,G4000,125923656064,00000000000000000008
29.094652154677227,24.1902892561008,19.69822100486288,55.26484632517127,34.66426395061862,192.0571066079727,16.89307661761922,01779781,10,1399985648,00,DE,10,A,+38.9985661,5,3,Delaware,-075.4416440,G4000,5045925646,0000000000000000000b
26.385753898833467,21.532105604326713,17.827812068937565,53.43452882314966,40.27375271833662,192.62862472157755,20.197847843657197,01705317,13,4422936154,00,GA,13,A,+32.6295789,5,3,Georgia,-083.4235109,G4000,149482048342,00000000000000000015
26.748999137167583,21.650402040415653,17.802222480451544,52.167806016742375,38.1928169969283,192.366314073955,19.08013300100042,01779799,45,5075218778,00,SC,45,A,+33.8741776,5,3,South Carolina,-080.8542639,G4000,77864918488,0000000000000000001b
26.85642499273704,22.037660441759648,18.28809341326391,56.42619315387742,39.426450732368004,191.19474144683372,18.742381541572108,01779803,51,8528531774,00,VA,51,A,+37.5222512,5,3,Virginia,-078.6681938,G4000,102257717110,00000000000000000034
31.4978993043598,26.801449824368078,23.50762793580825,49.54996900612989,34.376713272263906,192.85420827880716,20.60691163303258,01702382,11,18687198,00,DC,11,A,+38.9041031,5,3,District of Columbia,-077.0172290,G4000,158340391,00000000000000000035
26.380883939649475,21.28267217952958,17.683036132911635,52.2177782515902,40.05833457168198,192.40452068742763,19.46185488498963,01779775,01,4593327154,00,AL,01,A,+32.7396323,6,3,Alabama,-086.8434593,G4000,131174048583,00000000000000000016
27.014265755238657,22.538769496838622,19.220318459203853,58.494216420377185,44.91030378167574,193.16680173014763,21.995256663482937,01325873,47,2350123465,00,TN,47,A,+35.8608030,6,3,Tennessee,-086.3499896,G4000,106802728188,0000000000000000001d
27.179483273653695,22.96197561330058,18.937998581500025,64.76472534579291,45.8114197335939,194.7838447468555,21.598617999427436,01779786,21,2375337755,00,KY,21,A,+37.5336844,6,3,Kentucky,-085.2929801,G4000,102279490672,00000000000000000021
26.490763587710354,21.640736798590847,17.93790511758973,54.06860495049925,40.660630414033335,193.26674191497955,19.57804574879978,01779790,28,3926919758,00,MS,28,A,+32.6864714,6,3,Mississippi,-089.6561377,G4000,121533519481,0000000000000000002c
26.911210582417546,22.107666423749514,17.80106126256898,46.71210683770388,33.288423904821265,193.04656898565085,15.948110413232586,01629543,22,23753621895,00,LA,22,A,+30.8634368,7,3,Louisiana,-091.7987173,G4000,111897594374,00000000000000000014
31.96121628895822,31.112636427646045,32.89518229834477,61.52666291740545,66.16312135027658,202.1043567423087,43.1922988734035,01779801,48,19006305260,00,TX,48,A,+31.4347032,7,3,Texas,-099.2818238,G4000,676653171537,00000000000000000019
28.755042229722413,26.293466572887073,26.014495145514818,60.563649495614726,59.492218339229176,198.771380732023,34.22396927314513,01102857,40,3374587997,00,OK,40,A,+35.5900512,7,3,Oklahoma,-097.4868149,G4000,177662925723,0000000000000000001c
27.034921106059848,22.568674264115373,19.379135300807647,55.87886416523728,43.645792958740024,193.83623190252447,21.478361601789572,00068085,05,2962859592,00,AR,05,A,+34.8955256,7,3,Arkansas,-092.4446262,G4000,134768872727,0000000000000000002b
27.3533990276773,25.766708794992894,25.818267621564043,54.09924150379616,47.7373643747568,200.07743310752463,31.067807601048756,01779783,16,2391722557,00,ID,16,A,+44.3484222,8,4,Idaho,-114.5588538,G4000,214049787659,00000000000000000006
34.15268240299753,36.474038561930804,42.997106816036414,62.23407244364595,73.63759888061023,204.93984736696146,56.81955066410677,00897535,35,728776523,00,NM,35,A,+34.4346843,8,4,New Mexico,-106.1316181,G4000,314196306401,0000000000000000000c
36.779795641753736,39.28926005071618,44.61908805453903,64.59545848922949,68.68955907185405,205.41755348818754,52.65822263844543,01455989,49,6998824394,00,UT,49,A,+39.3349925,8,4,Utah,-111.6563326,G4000,212886221680,00000000000000000017
29.889660861818054,29.937843262662348,32.321869420599896,56.41005193250166,61.475819722162456,200.38284206315117,42.67869586688993,01779779,08,1181621593,00,CO,08,A,+38.9938482,8,4,Colorado,-105.5083165,G4000,268422891711,0000000000000000001a
33.43845311088345,34.64112702435363,37.60744268175201,58.74319585145103,68.84908942315988,204.33390494742068,49.934904726177564,01779807,56,1867670745,00,WY,56,A,+42.9896591,8,4,Wyoming,-107.5443922,G4000,251458544898,0000000000000000001e
37.78380113604292,39.59025761653077,44.6873829482045,59.32222783222691,66.61973744544889,210.19177201332718,51.92898548567794,01779793,32,2047206072,00,NV,32,A,+39.3310928,8,4,Nevada,-116.6151469,G4000,284329506470,00000000000000000027
30.12004211629918,28.767456366113713,29.26385992850623,53.5073221307473,57.76921513853262,201.92989833362998,37.98400789927367,00767982,30,3869208832,00,MT,30,A,+47.0511771,8,4,Montana,-109.6348174,G4000,376962738765,0000000000000000002e
35.12159984768765,37.59837211267776,45.309618713695016,63.59009890595104,70.59570847434013,208.80537795261233,55.233181009690504,01779777,04,1027337603,00,AZ,04,A,+34.2039355,8,4,Arizona,-111.6063565,G4000,294198551143,00000000000000000037
31.98240476183059,31.220229061159312,32.84147877608634,57.578662076254865,53.32520507624677,204.27985352993647,36.7245182744332,01779778,06,20463871877,00,CA,06,A,+37.1551773,9,4,California,-119.5434183,G4000,403503931312,0000000000000000000d
27.051864540275012,24.406807071297415,23.860676822741183,51.316701143670244,43.380484529004214,200.02020492392592,28.27079989192479,01155107,41,6192386935,00,OR,41,A,+43.9717125,9,4,Oregon,-120.6229578,G4000,248606993270,00000000000000000010
27.469867630870542,23.916901468652018,21.77162556584202,53.91310820550468,37.117188241427726,195.5139039278572,21.836537778215042,01779804,53,12559278850,00,WA,53,A,+47.4073238,9,4,Washington,-120.5757999,G4000,172112588220,00000000000000000013
26.24534635945654,19.456759728476673,14.9915624747324,33.30707124544635,22.01135839220172,196.853565435065,12.323240728059197,01779782,15,11777809026,00,HI,15,A,+19.5977643,9,4,Hawaii,-155.5024434,G4000,16633990195,0000000000000000001f
58.45814357776438,50.260662408676005,45.29532479332718,69.32372119064392,23.088023941880326,177.65305041658317,12.604951800641132,01785533,02,245481577452,00,AK,02,A,+63.3473560,9,4,Alaska,-152.8397334,G4000,1478839695958,00000000000000000028
