system:index,Name,address,admincode,airpt_code,chaincode,data_src,display_x,display_y,food_type,gml_id,importance,kind,linkid,mapid,mesh_id,open_24h,pid,poi_id,prior_auth,pyname,side,tel_type,telephone,vadmincode,zipcode
0,,,,,,,,,,layer_county_boundary_pg.1262,,,,,,,,,,,,,,,
